N,P,K,temperature,humidity,ph,rainfall,label
30,60,50,22.78015533,75.43308172,6.184259266,111.3326101,beans
82,54,59,18.61437765,69.43309143,6.343520996,160.4349012,pumpkin
71,36,53,13.85761028,77.33284225,6.688011596,110.2460208,lettuce
96,46,58,22.97991758,77.11784708,6.251573655,190.8057589,cucumber
109,40,51,14.65279584,82.3813768,6.347310357,128.1497133,cabbage
106,55,55,27.27442329,62.27458061,6.178600221,115.7623029,chilli
74,45,39,25.15208378,72.71411668,6.007092792,150.3770855,okra
128,54,46,17.05690675,84.73331597,6.358137236,132.8757366,cabbage
76,43,50,18.32689549,68.51539849,6.446042311,123.6542933,garlic
127,53,67,12.43407914,81.65140643,6.785223994,108.6335848,broccoli
82,54,63,30.54942947,71.66764269,6.662220481,168.3119805,pumpkin
106,55,56,25.62005448,65.10055566,6.513512916,141.8832288,chilli
75,44,86,21.79457739,68.62677491,6.555882661,112.1034413,carrot
135,47,49,16.88907865,80.1933621,6.439004997,110.9006152,cabbage
55,41,44,17.44337949,66.5117427,6.370222782,103.366509,radish
76,40,79,18.59631693,70.55464067,6.564529581,114.4114381,carrot
91,49,44,21.1642335,66.40213804,6.632296868,109.2407125,spinach
90,57,59,28.3868991,71.82281588,6.485802851,126.6434637,chilli
110,51,45,16.38784874,78.01673842,6.530227248,130.3014134,cabbage
125,54,57,17.56409819,81.06436806,6.963779643,129.5387154,broccoli
127,65,59,23.35925739,79.58194456,6.936123887,124.2636075,broccoli
86,50,60,23.84297452,77.29882188,6.3998294,187.2078679,cucumber
98,59,61,24.95086597,77.40881072,6.327220058,150.7100469,brinjal
71,27,49,17.34797501,69.56146478,6.561523693,106.1553793,spinach
110,65,61,16.29103415,72.07300984,6.64609201,157.9122125,capsicum
74,57,60,20.27411772,64.35487977,6.44867687,127.8132085,beetroot
83,49,56,16.4383901,66.0469051,5.986804392,101.3009679,beetroot
73,48,48,17.33752138,69.1169604,6.072456225,122.4460577,garlic
61,42,46,18.45260842,67.59930892,6.353731491,104.4831033,radish
24,63,51,11.98313396,71.88100418,6.884349183,126.9693247,peas
121,51,48,19.23479516,75.59638409,6.234300595,118.7609429,cabbage
85,46,50,16.49258471,71.37109612,6.36531843,108.8288733,garlic
65,40,54,14.61005312,71.28092959,6.804326551,121.4490212,spinach
60,41,51,17.65955242,70.54098215,6.043439406,117.3228201,radish
93,52,61,21.73480875,76.05054964,6.152553847,208.3756735,brinjal
120,64,61,16.0309319,81.97618116,6.696000695,122.740864,cauliflower
110,61,60,20.4632624,72.3251657,6.496918276,154.0121308,capsicum
73,36,55,18.995674,66.38540615,6.308975484,126.353986,onion
99,54,88,18.57361462,78.66580883,5.647735379,124.3375297,potato
70,50,48,17.33700122,68.3214493,6.510130736,119.1340885,garlic
80,45,58,29.10581046,68.25363198,6.621246312,184.0139739,okra
122,59,59,20.44056579,77.69328349,6.30937019,137.4356347,cauliflower
95,52,75,25.35301495,66.3626377,6.235972108,111.7956738,chilli
103,49,58,17.03132973,82.92280362,6.147967047,112.6036631,cabbage
89,40,93,17.93162098,78.9733578,5.427629183,125.2808309,potato
92,58,61,26.35107246,64.62482567,5.932904646,148.8466002,brinjal
75,55,51,19.17104307,61.31467093,6.592763435,101.1802988,garlic
99,70,48,28.622335,71.10272412,6.457875462,151.4364267,brinjal
75,51,48,17.03966083,65.62880307,6.49415151,81.4068518,garlic
124,61,65,19.05379585,81.23651112,6.450451081,131.1218896,cauliflower
66,37,51,15.60688414,62.02596089,6.069013104,118.6519634,spinach
99,56,92,17.94751726,85.08320254,5.311909883,147.1867284,potato
97,51,57,22.91140771,65.98230927,6.1200268,153.8938624,chilli
70,48,48,19.89310272,71.28363408,6.501364461,91.6690287,beetroot
39,60,47,24.48594683,74.11214402,6.307891121,140.736421,beans
84,36,53,16.32444643,65.45883892,6.270345885,108.2014636,lettuce
104,65,74,18.19985753,71.58475006,6.163907903,173.8803735,capsicum
83,35,47,22.16714407,66.50866739,6.84539277,114.0054572,onion
79,41,49,17.07595194,68.18855584,6.288830684,110.7408161,lettuce
94,52,58,23.2094329,74.37185638,6.866302626,126.6268477,chilli
121,56,61,15.00548471,87.12375831,6.333644425,133.6628418,cauliflower
77,58,66,17.53857806,69.89181426,6.420849139,134.6577178,beetroot
127,60,62,15.73895909,82.78949042,6.528439421,127.7800722,broccoli
70,51,73,13.52353753,59.51719939,6.148283706,115.492239,carrot
45,57,57,16.55686992,73.99596182,6.758297466,102.1826894,peas
93,58,59,25.96041131,76.07074572,6.574745839,219.1967451,cucumber
29,70,51,14.21552011,77.00042506,6.573037211,113.3628314,peas
78,38,49,18.29551181,64.95270131,6.652591778,128.3640148,spinach
82,49,50,17.50416795,70.2795055,6.330986408,121.9248832,garlic
103,61,61,22.1196569,72.95057063,6.157851475,135.9229934,capsicum
84,49,56,21.61123506,84.39788376,6.475785636,190.6641464,cucumber
131,58,60,18.8157581,74.9688503,6.642646175,107.5124085,broccoli
108,57,51,21.49319656,69.58365688,6.470706999,163.6122018,chilli
81,39,50,17.73814839,72.51295913,6.381039398,100.3304041,spinach
99,58,58,26.13873961,78.77038767,6.898027409,138.0128747,cucumber
76,41,56,17.40903837,68.83135353,6.40035199,97.5520856,beetroot
68,48,50,17.3011501,71.61223267,6.554368371,120.8942286,garlic
93,61,55,25.42496353,72.1255221,6.597046449,125.4459301,chilli
108,60,54,16.48841734,73.72403877,6.434789442,140.7273744,capsicum
125,63,71,17.03646806,83.29783442,6.049034302,96.2965255,cauliflower
84,40,47,19.67117059,67.64654816,6.425997794,116.1180591,onion
34,61,52,13.39640301,88.12147867,6.44302686,107.2305662,peas
73,37,55,20.33981123,62.24688809,6.683845787,109.9778387,onion
94,51,56,18.37978915,62.96268113,6.284466734,134.6638212,tomato
66,50,82,15.49015466,68.7388419,6.534478884,110.1499919,carrot
81,71,58,24.42001662,70.46065594,6.677352745,137.8916977,chilli
71,36,50,18.86988208,66.42405328,6.734442048,113.6766738,spinach
145,63,60,20.36313543,91.37461621,6.717686661,136.3857572,cauliflower
57,44,47,17.70072811,62.65208817,6.296908515,106.0601487,radish
127,47,48,19.63709743,79.81264618,6.253035482,140.2501475,broccoli
106,67,63,24.29892944,81.94075967,6.279432593,172.9570333,brinjal
93,45,108,17.55757548,82.99096829,5.297952813,124.1849124,potato
98,41,59,24.37435282,81.31223526,6.567770125,138.510273,cucumber
72,51,74,17.15152733,65.72066829,6.382377184,91.7939156,carrot
89,46,49,13.6344353,65.56871205,6.759398909,119.6569791,onion
36,52,50,22.96541624,71.38123868,6.678469361,141.4852167,beans
34,61,53,15.21847766,76.67254055,6.581195399,115.7592769,peas
94,50,63,21.54843582,78.01093731,6.694057126,170.3213311,pumpkin
107,64,48,24.40844032,72.06390463,6.746618048,187.4198246,tomato
78,37,53,12.6262461,70.99058607,6.645927855,118.8850546,lettuce
99,38,54,18.73882625,73.34836274,6.609979474,116.5030053,tomato
69,24,50,25.40153354,72.95578541,6.541931883,112.6254572,onion
89,48,93,17.71954305,78.2265997,5.658907826,118.9425183,potato
85,51,55,24.96349472,83.30110436,6.506778857,183.1594862,cucumber
113,56,58,19.01107775,77.96794711,6.30770942,131.1281137,broccoli
91,51,64,22.43971224,70.94107724,6.360209041,133.0953986,chilli
106,53,46,19.57906686,89.97006141,6.246668682,113.4053144,cabbage
69,53,79,21.69721767,67.29774422,6.467163701,111.1768105,carrot
109,63,60,22.04664757,68.79763863,6.338098023,152.8800636,capsicum
95,54,46,27.38797209,72.58170887,6.25925792,213.8469314,okra
86,40,114,17.68601448,75.32370905,5.811971406,110.9157669,potato
106,53,61,28.92439188,73.79454306,6.488596157,145.7337845,brinjal
106,53,43,24.57605674,62.22429781,6.611213384,146.1734858,chilli
126,57,60,16.63323793,86.43469768,6.85581623,123.3993161,broccoli
67,48,44,18.80285932,65.42451196,6.777786304,114.6823113,beetroot
70,52,68,18.11796844,69.78749,6.2143627,112.0455653,carrot
94,56,92,15.88730806,71.77348331,5.681802985,100.7935597,potato
83,46,49,18.92266143,66.25657058,6.61608014,116.6647863,garlic
108,53,53,15.79352636,85.58142172,6.273684454,123.0379829,cabbage
79,45,56,13.82586151,66.82350728,6.228040613,110.9504351,beetroot
79,48,58,18.62871123,65.59115176,6.593754851,105.0242184,onion
70,52,56,16.99969464,70.12808973,6.242478486,139.3492348,garlic
37,66,48,18.65581453,74.44868647,6.642322331,141.0750283,beans
74,44,53,16.24691511,67.64194637,6.141354785,111.2780648,lettuce
128,44,54,19.30689788,77.50982078,6.216499436,132.2119376,cabbage
60,50,60,25.79526405,75.96476445,6.686861243,185.9575238,pumpkin
75,34,48,20.74020371,72.79719829,6.591930776,108.9549833,spinach
33,62,46,14.45984869,81.11119052,6.316925113,119.3762974,peas
102,55,61,29.30723454,72.55954893,6.498835464,124.9760053,brinjal
90,50,63,30.76342706,81.30894443,6.589959992,169.880676,cucumber
64,31,47,17.48247118,66.01179005,6.313673716,115.2970371,radish
97,67,63,24.89415833,76.00729941,6.050728748,135.9239371,brinjal
83,49,50,28.15134708,70.27081928,6.654542947,156.6103874,okra
34,56,42,12.28511514,78.79286931,6.581314875,111.7825748,peas
96,51,95,19.88363419,74.42157079,5.443938507,113.4040341,potato
87,45,50,13.39157613,66.55596311,7.275756891,107.23206,spinach
78,50,60,14.22827076,66.50975088,6.329662098,102.0912837,beetroot
82,39,56,16.65697559,67.78088656,6.369396754,110.0883522,spinach
28,60,53,11.69754668,82.41998881,6.405617213,125.0913574,peas
66,51,53,24.67030562,74.00366932,6.254418932,212.1071192,pumpkin
114,50,57,15.14133939,76.12989894,6.432952168,120.6106524,cabbage
102,48,51,25.98911647,64.95295852,6.425075986,163.6381371,chilli
75,47,73,18.15715406,59.48506362,6.414542029,98.2433453,carrot
30,64,48,25.97286825,74.0045171,6.378342203,139.846916,beans
69,55,57,22.28703459,63.80210206,6.81521238,192.3332795,pumpkin
91,57,48,27.50219891,63.73966781,6.208537274,112.5993872,brinjal
120,65,70,17.19640995,84.72544931,6.21157693,134.0567996,cauliflower
125,57,60,18.24300602,78.17698257,6.400324554,125.9284914,broccoli
99,61,60,17.79356631,64.74046468,6.459186648,152.0314325,capsicum
105,53,57,20.49003703,70.43294894,6.453296829,169.1945515,tomato
71,56,62,19.65389212,72.90441834,6.631486045,121.1406641,beetroot
95,63,55,19.30563806,66.42348145,6.703879325,121.7408342,tomato
59,44,52,17.36033547,74.40363197,6.689104009,121.1947443,radish
86,51,63,24.4296265,77.14552855,6.435736898,185.5510503,pumpkin
66,34,53,17.20334597,58.03044139,6.464962403,96.5967094,radish
122,52,52,17.1139329,84.97072967,6.496449791,105.1480509,cabbage
113,49,101,17.74039226,78.06231619,5.171117474,98.3992368,potato
88,38,45,16.86557242,60.13457364,6.911241426,103.4518745,onion
75,48,50,27.17620749,79.88937792,6.61606281,192.1827104,pumpkin
31,47,51,14.14457669,80.22330411,6.443368132,104.8348676,peas
72,48,60,15.71441861,64.9325219,6.053764008,98.9242772,beetroot
65,47,75,17.09090456,67.12538689,6.277150111,109.029458,carrot
65,56,46,14.40803453,68.95150063,6.436348003,96.6846876,garlic
69,58,52,19.43666309,67.59520949,6.975207954,114.0903752,beetroot
82,54,63,20.23395886,67.62960242,6.032756481,109.1324881,beetroot
123,56,51,15.84052736,73.91280544,6.47467982,117.818749,cauliflower
61,48,76,18.89843744,65.96077323,6.308610253,80.1400718,carrot
32,69,46,21.20424746,69.83351695,6.478246194,131.2531575,beans
95,47,47,16.6411477,68.56354499,6.146312127,124.8475157,onion
73,47,51,18.67694621,68.59554642,6.121221266,115.4392885,beetroot
26,64,48,20.91072292,71.86850206,6.510076925,153.4239509,beans
119,59,53,13.00387797,82.80183853,6.652226339,128.1448017,cauliflower
32,54,51,14.3742142,79.55369845,6.243187028,90.7858256,peas
37,69,52,17.69621821,80.16007121,6.765541862,106.1178206,peas
112,57,49,25.87787994,70.57837317,6.853789155,141.687962,tomato
75,39,47,24.3574026,69.30697906,6.560094872,129.3331072,onion
76,32,45,14.37566106,69.34664671,6.156212652,112.441784,lettuce
99,53,47,20.55807167,73.77695613,6.650275156,115.5611189,tomato
97,55,111,16.15858828,80.38960028,5.710351823,115.5365474,potato
91,64,70,21.78553673,67.6490053,6.375221527,133.2221477,capsicum
62,33,37,15.92291829,72.45119278,6.199291643,107.9680537,radish
40,63,47,17.05794608,70.01913961,6.423913782,135.3060655,beans
70,46,47,15.26840814,64.85872832,6.987240778,118.8278617,garlic
107,65,60,27.2377726,78.55343893,6.314392884,155.6097514,brinjal
128,47,47,17.39881734,80.25312106,6.386773477,145.1966615,cabbage
100,60,52,22.81041588,69.34928473,6.529098789,154.8789256,tomato
74,46,46,15.47610999,62.65572158,6.933690698,97.1543811,lettuce
129,53,67,20.86317781,79.10887898,6.548417505,132.7073391,broccoli
91,57,79,18.14407372,67.15116412,6.062020385,110.9297662,carrot
107,52,66,27.14401256,69.18108626,5.738724561,147.3917176,brinjal
99,45,49,22.11849668,65.69793317,6.384633337,165.1573202,tomato
78,54,59,19.95299541,59.8462139,6.235922967,111.9664568,beetroot
44,65,54,22.92481403,67.53069196,6.489627224,154.5573269,beans
94,53,65,24.50380787,70.13069974,6.294688805,185.8707506,cucumber
77,43,65,12.35966236,71.33622181,6.733577934,104.8111858,beetroot
100,50,49,22.98673033,68.95949101,6.871369342,109.2884422,chilli
34,67,43,15.07277844,71.31541134,6.29040953,95.4481144,peas
94,48,56,27.61339155,77.88634033,6.395628651,194.1446275,okra
105,64,62,23.62847813,68.42365378,6.727690766,120.6793696,tomato
72,57,50,20.82906071,72.35758112,6.389352677,180.1545579,pumpkin
71,48,44,17.01838707,63.47605045,6.468545162,97.1229041,garlic
108,63,66,18.15730011,79.00916764,5.898208564,138.4685038,capsicum
84,47,59,31.66779309,68.52831015,6.511427524,194.9856511,okra
77,50,55,27.51986892,68.97800447,6.474503336,208.9388829,pumpkin
107,58,55,24.5617811,80.19924838,6.200204846,164.07834,brinjal
59,43,48,17.22701022,64.7453417,6.107583398,113.8406983,radish
67,41,49,21.66148765,69.97278275,6.057916034,112.9796657,radish
124,60,58,17.6552146,75.65901596,6.589119276,132.7712718,broccoli
64,39,46,19.88323803,68.30607225,6.256389016,101.030849,radish
105,53,53,24.74694213,74.12708174,6.744052891,172.6369702,tomato
71,47,50,16.87567532,62.31176601,6.553757986,122.880399,garlic
83,49,90,16.34461602,78.7195766,5.917600686,133.7747491,potato
127,49,48,17.03369884,84.18847646,6.163837437,133.3718603,cabbage
79,54,51,27.98067116,75.51585589,6.496121719,208.9312658,okra
109,46,59,26.28609754,75.39844795,6.407857275,160.4862837,brinjal
79,52,63,13.95213678,61.78617547,6.751207287,91.9366499,beetroot
124,66,61,18.41906846,77.63349931,6.558462006,137.425321,cauliflower
75,53,46,17.08320327,69.39745421,6.58552487,116.0913419,garlic
97,48,58,27.71579765,80.21427812,6.235675,201.6422463,cucumber
87,50,76,19.38544551,62.92267801,6.725628665,112.4279456,carrot
101,60,57,21.98508628,70.44661225,6.108314267,161.4058984,brinjal
72,36,54,21.62104496,72.85977643,6.326442596,106.0186547,radish
103,63,65,28.43638942,76.22947322,6.4616591,144.3284388,brinjal
119,42,45,15.49406394,82.82906932,6.413868867,111.3391494,cabbage
83,34,53,14.09969494,72.42429031,6.676947904,102.0860548,lettuce
117,50,42,16.55048503,81.79918153,6.924158618,106.6563957,cabbage
99,55,97,18.40108847,79.28679122,5.299572864,134.8806352,potato
96,52,55,24.30281479,65.68419297,6.275908113,133.2695648,chilli
76,33,60,15.05830034,74.62446481,6.692303819,108.3248585,lettuce
31,70,45,19.46828609,64.96016447,6.388551172,132.4441649,beans
123,45,45,18.68815218,77.24235243,6.728534591,109.1925512,cabbage
69,56,60,19.13049425,74.0569904,5.910383964,125.3464852,beetroot
70,31,49,18.06875062,68.64235773,6.940533101,107.162614,spinach
92,52,60,24.21442497,74.05445786,6.210414125,114.5669242,brinjal
81,42,46,17.75784914,73.46224148,6.488375855,115.4006561,garlic
110,45,49,15.92636002,84.72820826,6.697449231,113.0393611,cabbage
69,53,53,19.25022109,75.12559887,6.641651958,117.6547798,beetroot
53,37,43,18.82416693,63.5477436,6.408265987,107.762763,radish
85,52,62,26.01281399,67.51832832,6.249026761,180.6428629,okra
98,50,98,19.44581868,86.84209201,5.332752464,99.4529553,potato
63,44,73,16.07092441,70.02386221,6.117931949,135.9806728,carrot
38,53,49,21.16121042,73.02390859,6.220187439,158.7792118,beans
88,47,46,19.5669313,70.83306488,6.693918825,132.6713895,garlic
84,59,117,17.08081696,76.44919376,5.585759617,125.0168518,potato
85,45,57,28.19460038,65.73740787,5.297710298,160.2812293,brinjal
67,32,49,15.53384562,70.33093854,6.479147316,96.7666835,lettuce
71,38,49,16.1040413,72.50869568,6.639558027,107.9284838,lettuce
38,59,51,14.42996563,82.49370915,6.669248524,112.3143421,peas
103,66,57,23.62554536,72.13063007,6.863460059,132.8005304,chilli
65,52,85,22.54289949,66.38241031,6.422857363,116.8371243,carrot
113,47,44,17.65925185,85.11574601,6.491554573,140.0939092,cabbage
99,53,53,22.99425878,75.01623149,6.134614639,195.0683893,cucumber
85,51,99,18.86893725,78.47832147,5.208079318,137.9485725,potato
130,67,71,19.68621066,86.65135431,6.354995917,111.1230102,cauliflower
68,44,82,18.67710575,64.24829769,6.354156244,97.6909678,carrot
64,37,45,16.9026951,67.27522584,6.481794392,120.0561687,lettuce
107,51,54,16.36885731,71.58314457,6.439789629,125.2408626,cabbage
96,40,53,23.58832028,62.54211659,6.26793354,152.144863,chilli
86,31,56,15.01252404,72.13018482,6.725341027,103.6355035,onion
68,41,50,19.86106664,65.35663521,6.156203388,109.8571901,radish
124,55,59,13.32813861,83.71615827,6.469565687,120.9655552,broccoli
94,52,36,18.21202234,76.83437134,6.993490314,133.774099,tomato
76,37,53,16.47063434,72.2260307,6.88958749,117.9476737,lettuce
72,44,46,18.68490176,62.89051547,6.527726759,109.1121826,radish
58,43,48,19.8355443,72.84066438,6.138767885,119.51915,radish
66,41,62,15.28910499,65.16391617,6.788314784,103.6894439,carrot
82,48,54,18.54105845,70.62146065,6.340935791,100.6569554,lettuce
63,51,59,21.35536818,71.71058213,6.342388702,114.4735299,beetroot
46,52,51,25.91713677,74.39635904,6.543918428,125.4727453,beans
42,58,39,23.0759066,77.0986125,6.731180451,130.0596277,beans
70,44,50,17.04689715,62.78164222,6.376601247,90.3034386,spinach
68,58,81,17.52688943,72.54248059,6.023426622,100.1058301,carrot
69,58,48,15.99339634,66.56347349,6.174887443,127.2066136,garlic
30,61,55,19.07671184,71.39940867,6.066876351,134.1019849,beans
79,50,63,26.75091172,78.67028042,6.590564899,169.2081756,cucumber
110,62,61,25.32175544,73.48024446,6.162880196,158.240501,brinjal
37,55,58,25.86210366,74.41638971,6.840251676,140.9718703,beans
121,51,58,20.41321631,75.89132857,6.236227658,126.5152128,cauliflower
72,50,42,14.15356743,67.01931031,5.920396075,110.5545392,radish
77,46,48,15.18899327,74.13592319,6.055449318,107.1577754,lettuce
69,51,43,16.50237666,70.65309353,7.150619969,115.7310658,garlic
79,43,80,15.99556596,64.99025905,5.933303702,103.9831742,carrot
91,62,59,23.19152087,77.46327916,6.429839686,213.4672789,cucumber
102,51,55,27.04255981,73.28671417,6.250417942,132.0873273,brinjal
68,51,52,32.12844027,72.6323795,6.563947943,176.0905471,okra
117,57,69,22.78368116,71.38140117,6.037341306,149.7102254,capsicum
71,30,48,12.02537954,68.51363812,6.119819618,114.6099221,lettuce
91,39,50,22.12464327,68.93286453,6.690627327,124.3068625,onion
103,46,61,28.85771542,66.10347147,6.024221698,155.923922,brinjal
91,51,54,27.67170117,76.80772668,6.401757689,181.1572809,okra
83,39,45,20.97307785,63.28384084,6.737535878,113.0307405,onion
73,37,48,19.15869352,73.64810751,6.442964065,111.1872054,spinach
134,63,46,16.94106607,79.7526316,6.619840238,93.5021953,cauliflower
81,47,79,17.61899379,69.29622811,6.013077153,111.0225134,carrot
70,42,54,28.48574707,73.01892455,6.467780655,169.8181239,pumpkin
75,55,55,15.34118979,62.83417774,6.207334367,117.1438795,beetroot
125,36,50,17.49173176,85.69708056,6.19722081,121.0282459,cabbage
72,39,65,24.06238759,68.58202615,6.399233533,185.4447345,pumpkin
96,60,49,22.66242221,75.48622387,6.465434111,133.1829898,capsicum
103,48,57,23.92038694,69.56941462,6.15880671,167.2402491,brinjal
99,47,55,25.97826573,78.54940992,7.029543389,176.3170837,cucumber
57,38,49,14.2321541,72.57233975,6.626596687,118.048246,lettuce
83,45,51,27.56842575,67.28895417,6.693956852,167.5545955,okra
98,47,43,24.31544387,79.5470832,6.080429728,154.0742309,tomato
39,56,49,23.71693518,69.43271438,6.357662144,148.8750207,beans
87,38,45,13.5445538,65.12338672,6.457773952,105.1923071,onion
97,57,48,23.29836629,77.66369457,6.467371955,150.0427931,tomato
113,59,100,16.86987319,79.83988857,5.296685389,150.2008087,potato
78,50,54,15.82278779,72.01279196,6.368785135,98.6000516,lettuce
136,65,65,16.06768655,81.6824463,6.424883513,112.9327835,cauliflower
119,53,44,16.41935045,84.78215103,6.569820422,116.4723966,cabbage
33,61,43,17.69573399,82.76211857,6.449828695,105.1436497,peas
114,60,55,27.98033248,71.1314757,6.357961005,141.4066073,brinjal
32,65,52,12.37169349,73.339192,6.134924391,112.2553013,peas
135,59,57,17.30627202,85.43349293,6.59129526,128.495404,broccoli
20,57,58,13.04787488,76.03755106,6.429310168,96.5492363,peas
86,53,49,23.22777445,72.06088357,6.52699598,179.1028874,chilli
78,42,63,24.61222693,72.04867873,6.476781375,154.5690296,pumpkin
29,64,50,8.9567904,79.71341166,6.597957177,110.2414536,peas
80,51,63,16.07990741,67.50916427,6.323343094,96.4375553,carrot
59,41,47,16.60611708,67.70162929,6.385899384,92.7637705,radish
95,59,57,17.51093422,69.23889507,6.363291936,148.275736,capsicum
103,60,66,28.54378484,71.55674976,6.083527084,148.9934319,brinjal
78,46,52,16.14252737,64.99639854,6.63039879,123.826564,beetroot
75,55,53,21.2697257,71.60705875,6.482341505,108.2152449,beetroot
92,58,49,24.28395983,69.25489273,6.128848802,149.1240075,chilli
81,46,44,27.91741728,66.10198925,6.589361513,181.1000587,okra
112,43,47,17.27213993,84.38011786,6.288515389,115.0440261,cabbage
62,41,48,15.82273031,79.20549196,6.178208204,83.388691,radish
72,46,87,16.28645581,65.77781288,6.351097258,95.5742057,carrot
109,41,74,19.40147987,72.53248521,5.432570379,102.4483046,potato
35,62,51,23.14385484,73.73499044,6.057025829,149.5530524,beans
117,55,57,15.26876519,78.10351262,6.675856979,109.3115626,cauliflower
30,65,55,19.52781913,70.03650842,6.367017123,179.4857931,beans
95,42,55,27.91340637,74.06778606,6.133546021,149.5985949,brinjal
87,47,48,28.57512781,67.34379747,6.328401913,162.8077297,okra
39,68,51,21.36203207,65.18151217,6.479216619,152.3513478,beans
95,46,68,28.08012364,75.04091534,5.966347348,172.2865474,cucumber
98,59,62,22.53461473,72.57701409,6.466156761,151.2729819,capsicum
108,48,100,18.31257421,69.83306053,5.425846785,109.7702363,potato
44,58,56,14.35114817,73.900997,6.962010048,121.8885302,peas
82,50,46,22.78561833,65.45987962,6.07630889,176.6412192,tomato
114,57,58,18.34198473,69.03068795,6.505396278,150.1134027,capsicum
119,59,57,20.41654948,80.09870633,6.299319571,148.3109261,broccoli
80,57,50,19.25620594,65.27689773,6.573066364,125.9544109,garlic
125,55,57,16.46034703,76.69580926,6.317306968,123.1233661,cabbage
72,38,49,15.34255037,66.37275782,6.363362926,108.8285517,lettuce
51,34,47,17.9930383,67.41986523,6.269577829,114.8971527,radish
83,51,82,20.21180085,65.74421005,6.095945689,110.9377168,carrot
74,46,48,20.86608089,69.04128736,6.473138252,132.1621241,onion
121,51,58,18.60731473,82.76254237,6.588262116,107.6097132,cabbage
96,45,68,24.72918024,77.83482925,6.439005524,168.1743042,cucumber
86,42,65,27.68784264,65.13586701,7.177698575,178.7250943,pumpkin
86,46,87,19.55031099,70.21216034,6.358506114,107.0176566,carrot
92,42,48,22.09086321,66.66472204,6.734624928,125.5446329,onion
88,37,103,21.73949928,77.97571635,5.751547232,121.2274404,potato
81,50,55,26.78301219,67.96852835,6.450747459,144.138472,okra
78,35,55,19.63885651,59.30932182,6.669484335,111.9700772,onion
86,36,51,27.30368521,71.70029378,6.326276127,196.1409283,okra
76,49,69,20.09741425,74.62162845,6.179109629,102.653997,carrot
101,54,58,26.98301129,71.96284575,6.292094322,182.6413386,brinjal
61,37,58,16.46586509,65.58464681,6.488009665,95.4223264,spinach
101,55,64,17.92458438,74.25910506,6.536897227,136.8053449,capsicum
81,49,46,17.77200689,66.64006511,6.988236138,95.2935833,garlic
76,49,78,12.93550783,70.72827796,6.331544476,107.3303012,carrot
114,64,64,18.76840414,78.02228591,6.562387047,110.8033258,cauliflower
80,47,67,17.09997428,73.02859687,6.166166228,114.3014434,carrot
97,43,52,14.5968268,65.8293048,6.34244325,110.687286,onion
44,66,52,26.76872668,68.09054353,6.97190628,125.5217888,beans
125,54,49,17.57928479,80.71568228,6.40289719,127.6725928,broccoli
44,66,42,22.55998742,74.94705338,6.654715083,130.5614935,beans
58,43,46,14.50810131,70.0448104,6.774731709,117.9382723,onion
60,53,76,19.01653728,83.70495083,5.778971765,130.6963598,carrot
30,60,53,16.40715611,72.04286294,6.438501165,115.3604433,peas
37,63,51,15.99083038,80.3022477,6.426235953,104.4457246,peas
84,55,62,24.53153336,77.43388145,6.699580452,194.6709563,cucumber
129,49,48,17.22763699,78.65942839,6.817907744,100.7080677,cabbage
78,48,53,32.99686097,71.08797709,6.118604508,188.0453615,okra
107,52,53,15.95484227,84.32810627,6.452088453,113.5338977,cabbage
64,29,51,18.69923066,68.53399768,5.556673457,94.8123627,radish
75,56,69,19.08695876,68.79924173,6.36600502,125.268242,carrot
111,62,61,15.89735637,78.31112289,6.493825589,129.1969738,broccoli
100,63,62,28.13954291,67.20120989,5.505156841,165.4442555,brinjal
104,45,65,24.90418939,72.65655038,6.48103414,205.8151685,cucumber
102,41,55,22.38591721,76.9006188,6.288434696,182.2820298,cucumber
32,62,45,11.58112934,82.97130757,6.681791997,110.7906993,peas
69,48,83,18.38821526,65.87514282,6.420969163,96.7724942,carrot
72,47,51,18.07059078,65.10866082,5.956112806,98.0855755,garlic
126,59,57,16.34777602,79.2519436,6.162361009,124.0895426,cauliflower
70,39,49,16.16063915,82.09803711,6.592712973,85.5691692,lettuce
114,62,54,25.37938459,69.54270742,5.987063302,167.6200121,brinjal
87,46,48,25.19426769,71.56744404,6.622420124,193.7058017,okra
35,55,48,14.00436718,72.49965907,6.384366758,114.6521585,peas
73,56,49,16.28108055,70.71749268,6.423833042,117.4460108,garlic
68,50,59,21.34408355,69.98887192,6.040090532,94.8213339,beetroot
38,51,58,20.06432519,71.10533371,6.582653315,131.5197507,beans
112,50,123,18.58997676,78.76819647,5.407265061,122.0031136,potato
75,45,45,20.69909263,70.88089607,6.630244218,102.7121235,beetroot
104,47,57,23.97205354,66.66605488,6.72131408,153.1852123,chilli
101,41,93,18.4796729,71.62802507,5.632142421,119.705433,potato
73,45,50,19.97209904,66.68842113,6.531038137,132.376474,onion
108,52,61,27.34306234,78.11212544,6.46625119,163.6952398,brinjal
41,59,48,23.41408225,73.09007196,6.757609696,159.3720333,beans
128,59,59,18.96542552,80.34587496,6.286856853,132.3189095,broccoli
60,50,44,18.34237429,63.42822981,6.203762015,129.259214,garlic
64,42,54,16.79774689,72.66366608,6.183309148,92.0629262,spinach
79,42,42,16.61969759,63.22429997,6.528588619,145.987725,onion
68,38,48,20.54017605,73.1800286,6.229468764,102.4296379,radish
68,45,63,24.89098292,68.58470765,6.339204164,193.9790614,pumpkin
